#nNodeR = 100 ,nNodeZ = 100
R Z Phi
0.00011 0.00091 2.55808e-28
0.00013 0.00091 1.843e-28
0.00015 0.00091 1.26028e-28
0.00017 0.00091 8.18813e-29
0.00019 0.00091 5.05994e-29
0.00021 0.00091 2.97746e-29
0.00023 0.00091 1.6703e-29
0.00025 0.00091 8.94364e-30
0.00027 0.00091 4.57643e-30
0.00029 0.00091 2.24056e-30
0.00031 0.00091 1.0508e-30
0.00033 0.00091 4.72637e-31
0.00035 0.00091 2.04117e-31
0.00037 0.00091 8.47348e-32
0.00039 0.00091 3.38491e-32
0.00041 0.00091 1.30256e-32
0.00043 0.00091 4.8334e-33
0.00045 0.00091 1.73118e-33
0.00047 0.00091 5.99076e-34
0.00049 0.00091 2.00478e-34
0.00051 0.00091 6.49348e-35
0.00053 0.00091 2.03744e-35
0.00055 0.00091 6.19783e-36
0.00057 0.00091 1.82929e-36
0.00059 0.00091 5.24251e-37
0.00061 0.00091 1.45989e-37
0.00063 0.00091 3.95303e-38
0.00065 0.00091 1.04149e-38
0.00067 0.00091 2.67158e-39
0.00069 0.00091 6.6764e-40
0.00071 0.00091 1.62641e-40
0.00073 0.00091 3.86436e-41
0.00075 0.00091 8.96028e-42
0.00077 0.00091 2.02857e-42
0.00079 0.00091 4.48643e-43
0.00081 0.00091 9.69763e-44
0.00083 0.00091 2.04969e-44
0.00085 0.00091 4.23801e-45
0.00087 0.00091 8.57587e-46
0.00089 0.00091 1.69909e-46
0.00091 0.00091 3.29728e-47
0.00093 0.00091 6.26992e-48
0.00095 0.00091 1.16869e-48
0.00097 0.00091 2.13614e-49
0.00099 0.00091 3.83002e-50
0.00101 0.00091 6.73849e-51
0.00103 0.00091 1.16375e-51
0.00105 0.00091 1.97345e-52
0.00107 0.00091 3.287e-53
0.00109 0.00091 5.3791e-54
0.00111 0.00091 8.65127e-55
0.00113 0.00091 1.36784e-55
0.00115 0.00091 2.12662e-56
0.00117 0.00091 3.25208e-57
0.00119 0.00091 4.89283e-58
0.00121 0.00091 7.24427e-59
0.00123 0.00091 1.05577e-59
0.00125 0.00091 1.51491e-60
0.00127 0.00091 2.14064e-61
0.00129 0.00091 2.97948e-62
0.00131 0.00091 4.08571e-63
0.00133 0.00091 5.52099e-64
0.00135 0.00091 7.35322e-65
0.00137 0.00091 9.65464e-66
0.00139 0.00091 1.2499e-66
0.00141 0.00091 1.5958e-67
0.00143 0.00091 2.00967e-68
0.00145 0.00091 2.49685e-69
0.00147 0.00091 3.06096e-70
0.00149 0.00091 3.70333e-71
0.00151 0.00091 4.42253e-72
0.00153 0.00091 5.2139e-73
0.00155 0.00091 6.06928e-74
0.00157 0.00091 6.97687e-75
0.00159 0.00091 7.92134e-76
0.00161 0.00091 8.88415e-77
0.00163 0.00091 9.84407e-78
0.00165 0.00091 1.07779e-78
0.00167 0.00091 1.16616e-79
0.00169 0.00091 1.24711e-80
0.00171 0.00091 1.31834e-81
0.00173 0.00091 1.37779e-82
0.00175 0.00091 1.42373e-83
0.00177 0.00091 1.45484e-84
0.00179 0.00091 1.47027e-85
0.00181 0.00091 1.46968e-86
0.00183 0.00091 1.45327e-87
0.00185 0.00091 1.42173e-88
0.00187 0.00091 1.37619e-89
0.00189 0.00091 1.3182e-90
0.00191 0.00091 1.2496e-91
0.00193 0.00091 1.17245e-92
0.00195 0.00091 1.08892e-93
0.00197 0.00091 1.00194e-94
0.00199 0.00091 9.94434e-96
1e-05 0.00093 3.69223e-27
3e-05 0.00093 3.49226e-27
5e-05 0.00093 3.12479e-27
7e-05 0.00093 2.64598e-27
9e-05 0.00093 2.12145e-27
0.00011 0.00093 1.61158e-27
0.00013 0.00093 1.1609e-27
0.00015 0.00093 7.93712e-28
0.00017 0.00093 5.1558e-28
0.00019 0.00093 3.18542e-28
0.00021 0.00093 1.874e-28
0.00023 0.00093 1.05104e-28
0.00025 0.00093 5.62642e-29
0.00027 0.00093 2.8783e-29
0.00029 0.00093 1.40881e-29
0.00031 0.00093 6.60546e-30
0.00033 0.00093 2.97027e-30
0.00035 0.00093 1.28242e-30
0.00037 0.00093 5.32225e-31
0.00039 0.00093 2.12551e-31
0.00041 0.00093 8.17704e-32
0.00043 0.00093 3.03344e-32
0.00045 0.00093 1.0862e-32
0.00047 0.00093 3.75781e-33
0.00049 0.00093 1.2572e-33
0.00051 0.00093 4.07104e-34
0.00053 0.00093 1.27703e-34
0.00055 0.00093 3.88373e-35
0.00057 0.00093 1.146e-35
0.00059 0.00093 3.28349e-36
0.00061 0.00093 9.14144e-37
0.00063 0.00093 2.4747e-37
0.00065 0.00093 6.51847e-38
0.00067 0.00093 1.67172e-38
0.00069 0.00093 4.17678e-39
0.00071 0.00093 1.01727e-39
0.00073 0.00093 2.41652e-40
0.00075 0.00093 5.60202e-41
0.00077 0.00093 1.26802e-41
0.00079 0.00093 2.80382e-42
0.00081 0.00093 6.0594e-43
0.00083 0.00093 1.28047e-43
0.00085 0.00093 2.64705e-44
0.00087 0.00093 5.35549e-45
0.00089 0.00093 1.06087e-45
0.00091 0.00093 2.05837e-46
0.00093 0.00093 3.91341e-47
0.00095 0.00093 7.29326e-48
0.00097 0.00093 1.33284e-48
0.00099 0.00093 2.38935e-49
0.00101 0.00093 4.20315e-50
0.00103 0.00093 7.25778e-51
0.00105 0.00093 1.23057e-51
0.00107 0.00093 2.04935e-52
0.00109 0.00093 3.35322e-53
0.00111 0.00093 5.39227e-54
0.00113 0.00093 8.52444e-55
0.00115 0.00093 1.32514e-55
0.00117 0.00093 2.02617e-56
0.00119 0.00093 3.04803e-57
0.00121 0.00093 4.5123e-58
0.00123 0.00093 6.57534e-59
0.00125 0.00093 9.4337e-60
0.00127 0.00093 1.33287e-60
0.00129 0.00093 1.85495e-61
0.00131 0.00093 2.54337e-62
0.00133 0.00093 3.43646e-63
0.00135 0.00093 4.57639e-64
0.00137 0.00093 6.00806e-65
0.00139 0.00093 7.77728e-66
0.00141 0.00093 9.92854e-67
0.00143 0.00093 1.25022e-67
0.00145 0.00093 1.55314e-68
0.00147 0.00093 1.90385e-69
0.00149 0.00093 2.30317e-70
0.00151 0.00093 2.75019e-71
0.00153 0.00093 3.24201e-72
0.00155 0.00093 3.77353e-73
0.00157 0.00093 4.33743e-74
0.00159 0.00093 4.92416e-75
0.00161 0.00093 5.52219e-76
0.00163 0.00093 6.11833e-77
0.00165 0.00093 6.6982e-78
0.00167 0.00093 7.24679e-79
0.00169 0.00093 7.74917e-80
0.00171 0.00093 8.19111e-81
0.00173 0.00093 8.55983e-82
0.00175 0.00093 8.84457e-83
0.00177 0.00093 9.03714e-84
0.00179 0.00093 9.1323e-85
0.00181 0.00093 9.128e-86
0.00183 0.00093 9.02543e-87
0.00185 0.00093 8.82889e-88
0.00187 0.00093 8.54551e-89
0.00189 0.00093 8.18487e-90
0.00191 0.00093 7.75841e-91
0.00193 0.00093 7.27891e-92
0.00195 0.00093 6.7599e-93
0.00197 0.00093 6.21949e-94
0.00199 0.00093 6.1725e-95
1e-05 0.00095 2.28746e-26
3e-05 0.00095 2.16351e-26
5e-05 0.00095 1.93574e-26
7e-05 0.00095 1.63899e-26
9e-05 0.00095 1.31393e-26
0.00011 0.00095 9.98004e-27
0.00013 0.00095 7.18796e-27
0.00015 0.00095 4.91355e-27
0.00017 0.00095 3.1911e-27
0.00019 0.00095 1.97114e-27
0.00021 0.00095 1.15937e-27
0.00023 0.00095 6.50074e-28
0.00025 0.00095 3.47909e-28
0.00027 0.00095 1.77933e-28
0.00029 0.00095 8.70677e-29
0.00031 0.00095 4.0812e-29
0.00033 0.00095 1.83468e-29
0.00035 0.00095 7.91905e-30
0.00037 0.00095 3.28561e-30
0.00039 0.00095 1.31179e-30
0.00041 0.00095 5.04515e-31
0.00043 0.00095 1.87108e-31
0.00045 0.00095 6.69805e-32
0.00047 0.00095 2.31661e-32
0.00049 0.00095 7.74831e-33
0.00051 0.00095 2.50837e-33
0.00053 0.00095 7.86636e-34
0.00055 0.00095 2.39171e-34
0.00057 0.00095 7.05559e-35
0.00059 0.00095 2.02105e-35
0.00061 0.00095 5.62533e-36
0.00063 0.00095 1.52248e-36
0.00065 0.00095 4.00933e-37
0.00067 0.00095 1.02799e-37
0.00069 0.00095 2.56784e-38
0.00071 0.00095 6.25267e-39
0.00073 0.00095 1.485e-39
0.00075 0.00095 3.44182e-40
0.00077 0.00095 7.78891e-41
0.00079 0.00095 1.72192e-41
0.00081 0.00095 3.72054e-42
0.00083 0.00095 7.86069e-43
0.00085 0.00095 1.62469e-43
0.00087 0.00095 3.28645e-44
0.00089 0.00095 6.50892e-45
0.00091 0.00095 1.26268e-45
0.00093 0.00095 2.40021e-46
0.00095 0.00095 4.4724e-47
0.00097 0.00095 8.17193e-48
0.00099 0.00095 1.46472e-48
0.00101 0.00095 2.5762e-49
0.00103 0.00095 4.44774e-50
0.00105 0.00095 7.54007e-51
0.00107 0.00095 1.25551e-51
0.00109 0.00095 2.05401e-52
0.00111 0.00095 3.30255e-53
0.00113 0.00095 5.22013e-54
0.00115 0.00095 8.11368e-55
0.00117 0.00095 1.24043e-55
0.00119 0.00095 1.86577e-56
0.00121 0.00095 2.76172e-57
0.00123 0.00095 4.02388e-58
0.00125 0.00095 5.77238e-59
0.00127 0.00095 8.1547e-60
0.00129 0.00095 1.13475e-60
0.00131 0.00095 1.5557e-61
0.00133 0.00095 2.10173e-62
0.00135 0.00095 2.7986e-63
0.00137 0.00095 3.6737e-64
0.00139 0.00095 4.75499e-65
0.00141 0.00095 6.06961e-66
0.00143 0.00095 7.64218e-67
0.00145 0.00095 9.49285e-68
0.00147 0.00095 1.16352e-68
0.00149 0.00095 1.40742e-69
0.00151 0.00095 1.68043e-70
0.00153 0.00095 1.98075e-71
0.00155 0.00095 2.30528e-72
0.00157 0.00095 2.64952e-73
0.00159 0.00095 3.00766e-74
0.00161 0.00095 3.37263e-75
0.00163 0.00095 3.7364e-76
0.00165 0.00095 4.09016e-77
0.00167 0.00095 4.42478e-78
0.00169 0.00095 4.73114e-79
0.00171 0.00095 5.00055e-80
0.00173 0.00095 5.22523e-81
0.00175 0.00095 5.39863e-82
0.00177 0.00095 5.51574e-83
0.00179 0.00095 5.5734e-84
0.00181 0.00095 5.57036e-85
0.00183 0.00095 5.50737e-86
0.00185 0.00095 5.38705e-87
0.00187 0.00095 5.21377e-88
0.00189 0.00095 4.99339e-89
0.00191 0.00095 4.73289e-90
0.00193 0.00095 4.44008e-91
0.00195 0.00095 4.12322e-92
0.00197 0.00095 3.79334e-93
0.00199 0.00095 3.76442e-94
1e-05 0.00097 1.39268e-25
3e-05 0.00097 1.31717e-25
5e-05 0.00097 1.17843e-25
7e-05 0.00097 9.97685e-26
9e-05 0.00097 7.99722e-26
0.00011 0.00097 6.07345e-26
0.00013 0.00097 4.37357e-26
0.00015 0.00097 2.98911e-26
0.00017 0.00097 1.94087e-26
0.00019 0.00097 1.1986e-26
0.00021 0.00097 7.04811e-27
0.00023 0.00097 3.95098e-27
0.00025 0.00097 2.11394e-27
0.00027 0.00097 1.08085e-27
0.00029 0.00097 5.28741e-28
0.00031 0.00097 2.47771e-28
0.00033 0.00097 1.11352e-28
0.00035 0.00097 4.8049e-29
0.00037 0.00097 1.99297e-29
0.00039 0.00097 7.95465e-30
0.00041 0.00097 3.05848e-30
0.00043 0.00097 1.13396e-30
0.00045 0.00097 4.05817e-31
0.00047 0.00097 1.40318e-31
0.00049 0.00097 4.69185e-32
0.00051 0.00097 1.51848e-32
0.00053 0.00097 4.76072e-33
0.00055 0.00097 1.44707e-33
0.00057 0.00097 4.26778e-34
0.00059 0.00097 1.22217e-34
0.00061 0.00097 3.4009e-35
0.00063 0.00097 9.20213e-36
0.00065 0.00097 2.42272e-36
0.00067 0.00097 6.21036e-37
0.00069 0.00097 1.55094e-37
0.00071 0.00097 3.77565e-38
0.00073 0.00097 8.96511e-39
0.00075 0.00097 2.07741e-39
0.00077 0.00097 4.70021e-40
0.00079 0.00097 1.03887e-40
0.00081 0.00097 2.24422e-41
0.00083 0.00097 4.7406e-42
0.00085 0.00097 9.79621e-43
0.00087 0.00097 1.98121e-43
0.00089 0.00097 3.92311e-44
0.00091 0.00097 7.60913e-45
0.00093 0.00097 1.44615e-45
0.00095 0.00097 2.69419e-46
0.00097 0.00097 4.92195e-47
0.00099 0.00097 8.82053e-48
0.00101 0.00097 1.55113e-48
0.00103 0.00097 2.67755e-49
0.00105 0.00097 4.53842e-50
0.00107 0.00097 7.55583e-51
0.00109 0.00097 1.23595e-51
0.00111 0.00097 1.98693e-52
0.00113 0.00097 3.14016e-53
0.00115 0.00097 4.88007e-54
0.00117 0.00097 7.4597e-55
0.00119 0.00097 1.12188e-55
0.00121 0.00097 1.6604e-56
0.00123 0.00097 2.41891e-57
0.00125 0.00097 3.46956e-58
0.00127 0.00097 4.90087e-59
0.00129 0.00097 6.81888e-60
0.00131 0.00097 9.34731e-61
0.00133 0.00097 1.26266e-61
0.00135 0.00097 1.68112e-62
0.00137 0.00097 2.20655e-63
0.00139 0.00097 2.85569e-64
0.00141 0.00097 3.64482e-65
0.00143 0.00097 4.58866e-66
0.00145 0.00097 5.69927e-67
0.00147 0.00097 6.98478e-68
0.00149 0.00097 8.44811e-69
0.00151 0.00097 1.00858e-69
0.00153 0.00097 1.18872e-70
0.00155 0.00097 1.38335e-71
0.00157 0.00097 1.58977e-72
0.00159 0.00097 1.8045e-73
0.00161 0.00097 2.02329e-74
0.00163 0.00097 2.24132e-75
0.00165 0.00097 2.45332e-76
0.00167 0.00097 2.6538e-77
0.00169 0.00097 2.8373e-78
0.00171 0.00097 2.99862e-79
0.00173 0.00097 3.1331e-80
0.00175 0.00097 3.23681e-81
0.00177 0.00097 3.30677e-82
0.00179 0.00097 3.34108e-83
0.00181 0.00097 3.33901e-84
0.00183 0.00097 3.301e-85
0.00185 0.00097 3.22865e-86
0.00187 0.00097 3.12457e-87
0.00189 0.00097 2.99229e-88
0.00191 0.00097 2.83599e-89
0.00193 0.00097 2.66035e-90
0.00195 0.00097 2.47033e-91
0.00197 0.00097 2.27254e-92
0.00199 0.00097 2.25505e-93
1e-05 0.00099 8.33018e-25
3e-05 0.00099 7.87828e-25
5e-05 0.00099 7.04799e-25
7e-05 0.00099 5.96642e-25
9e-05 0.00099 4.78195e-25
0.00011 0.00099 3.63108e-25
0.00013 0.00099 2.61433e-25
0.00015 0.00099 1.7864e-25
0.00017 0.00099 1.15968e-25
0.00019 0.00099 7.16e-26
0.00021 0.00099 4.20921e-26
0.00023 0.00099 2.35894e-26
0.00025 0.00099 1.26178e-26
0.00027 0.00099 6.44959e-27
0.00029 0.00099 3.15416e-27
0.00031 0.00099 1.47762e-27
0.00033 0.00099 6.63862e-28
0.00035 0.00099 2.86374e-28
0.00037 0.00099 1.18746e-28
0.00039 0.00099 4.73814e-29
0.00041 0.00099 1.82121e-29
0.00043 0.00099 6.75031e-30
0.00045 0.00099 2.41505e-30
0.00047 0.00099 8.34796e-31
0.00049 0.00099 2.79053e-31
0.00051 0.00099 9.02872e-32
0.00053 0.00099 2.82988e-32
0.00055 0.00099 8.59935e-33
0.00057 0.00099 2.53547e-33
0.00059 0.00099 7.25893e-34
0.00061 0.00099 2.01939e-34
0.00063 0.00099 5.46265e-35
0.00065 0.00099 1.43784e-35
0.00067 0.00099 3.68481e-36
0.00069 0.00099 9.20001e-37
0.00071 0.00099 2.23915e-37
0.00073 0.00099 5.31552e-38
0.00075 0.00099 1.23144e-38
0.00077 0.00099 2.78557e-39
0.00079 0.00099 6.15551e-40
0.00081 0.00099 1.32946e-40
0.00083 0.00099 2.80772e-41
0.00085 0.00099 5.80084e-42
0.00087 0.00099 1.17294e-42
0.00089 0.00099 2.32217e-43
0.00091 0.00099 4.50315e-44
0.00093 0.00099 8.55685e-45
0.00095 0.00099 1.59386e-45
0.00097 0.00099 2.91128e-46
0.00099 0.00099 5.21634e-47
0.00101 0.00099 9.17159e-48
0.00103 0.00099 1.58294e-48
0.00105 0.00099 2.68263e-49
0.00107 0.00099 4.46549e-50
0.00109 0.00099 7.30331e-51
0.00111 0.00099 1.17391e-51
0.00113 0.00099 1.85499e-52
0.00115 0.00099 2.8824e-53
0.00117 0.00099 4.40542e-54
0.00119 0.00099 6.6245e-55
0.00121 0.00099 9.803e-56
0.00123 0.00099 1.42794e-56
0.00125 0.00099 2.04789e-57
0.00127 0.00099 2.89235e-58
0.00129 0.00099 4.0238e-59
0.00131 0.00099 5.51514e-60
0.00133 0.00099 7.4491e-61
0.00135 0.00099 9.91668e-62
0.00137 0.00099 1.30146e-62
0.00139 0.00099 1.68414e-63
0.00141 0.00099 2.14929e-64
0.00143 0.00099 2.70557e-65
0.00145 0.00099 3.36005e-66
0.00147 0.00099 4.1175e-67
0.00149 0.00099 4.97961e-68
0.00151 0.00099 5.94435e-69
0.00153 0.00099 7.00534e-70
0.00155 0.00099 8.15153e-71
0.00157 0.00099 9.36703e-72
0.00159 0.00099 1.06312e-72
0.00161 0.00099 1.19191e-73
0.00163 0.00099 1.32023e-74
0.00165 0.00099 1.44498e-75
0.00167 0.00099 1.56293e-76
0.00169 0.00099 1.67086e-77
0.00171 0.00099 1.76571e-78
0.00173 0.00099 1.84475e-79
0.00175 0.00099 1.90566e-80
0.00177 0.00099 1.94669e-81
0.00179 0.00099 1.96673e-82
0.00181 0.00099 1.96536e-83
0.00183 0.00099 1.94285e-84
0.00185 0.00099 1.90012e-85
0.00187 0.00099 1.83874e-86
0.00189 0.00099 1.76076e-87
0.00191 0.00099 1.66867e-88
0.00193 0.00099 1.56522e-89
0.00195 0.00099 1.45332e-90
0.00197 0.00099 1.33687e-91
0.00199 0.00099 1.32649e-92
1e-05 0.00101 4.89368e-24
3e-05 0.00101 4.62805e-24
5e-05 0.00101 4.14003e-24
7e-05 0.00101 3.50435e-24
9e-05 0.00101 2.8083e-24
0.00011 0.00101 2.13209e-24
0.00013 0.00101 1.53479e-24
0.00015 0.00101 1.04852e-24
0.00017 0.00101 6.80512e-25
0.00019 0.00101 4.20051e-25
0.00021 0.00101 2.46873e-25
0.00023 0.00101 1.38315e-25
0.00025 0.00101 7.39625e-26
0.00027 0.00101 3.77945e-26
0.00029 0.00101 1.84777e-26
0.00031 0.00101 8.65349e-27
0.00033 0.00101 3.88661e-27
0.00035 0.00101 1.67606e-27
0.00037 0.00101 6.94764e-28
0.00039 0.00101 2.77133e-28
0.00041 0.00101 1.06489e-28
0.00043 0.00101 3.94578e-29
0.00045 0.00101 1.41124e-29
0.00047 0.00101 4.87667e-30
0.00049 0.00101 1.62966e-30
0.00051 0.00101 5.2712e-31
0.00053 0.00101 1.65167e-31
0.00055 0.00101 5.01762e-32
0.00057 0.00101 1.479e-32
0.00059 0.00101 4.23313e-33
0.00061 0.00101 1.17731e-33
0.00063 0.00101 3.1839e-34
0.00065 0.00101 8.37824e-35
0.00067 0.00101 2.14659e-35
0.00069 0.00101 5.35812e-36
0.00071 0.00101 1.30377e-36
0.00073 0.00101 3.09429e-37
0.00075 0.00101 7.16684e-38
0.00077 0.00101 1.6208e-38
0.00079 0.00101 3.58082e-39
0.00081 0.00101 7.73216e-40
0.00083 0.00101 1.63262e-40
0.00085 0.00101 3.37235e-41
0.00087 0.00101 6.81758e-42
0.00089 0.00101 1.34946e-42
0.00091 0.00101 2.61637e-43
0.00093 0.00101 4.97066e-44
0.00095 0.00101 9.257e-45
0.00097 0.00101 1.69054e-45
0.00099 0.00101 3.02852e-46
0.00101 0.00101 5.32395e-47
0.00103 0.00101 9.18713e-48
0.00105 0.00101 1.5567e-48
0.00107 0.00101 2.59086e-49
0.00109 0.00101 4.23667e-50
0.00111 0.00101 6.80886e-51
0.00113 0.00101 1.07576e-51
0.00115 0.00101 1.67133e-52
0.00117 0.00101 2.55407e-53
0.00119 0.00101 3.84005e-54
0.00121 0.00101 5.68175e-55
0.00123 0.00101 8.27512e-56
0.00125 0.00101 1.18663e-56
0.00127 0.00101 1.67572e-57
0.00129 0.00101 2.33094e-58
0.00131 0.00101 3.19446e-59
0.00133 0.00101 4.31411e-60
0.00135 0.00101 5.74251e-61
0.00137 0.00101 7.53554e-62
0.00139 0.00101 9.7502e-63
0.00141 0.00101 1.24417e-63
0.00143 0.00101 1.56601e-64
0.00145 0.00101 1.94463e-65
0.00147 0.00101 2.38275e-66
0.00149 0.00101 2.88134e-67
0.00151 0.00101 3.43921e-68
0.00153 0.00101 4.05266e-69
0.00155 0.00101 4.71528e-70
0.00157 0.00101 5.41787e-71
0.00159 0.00101 6.14848e-72
0.00161 0.00101 6.8927e-73
0.00163 0.00101 7.63407e-74
0.00165 0.00101 8.35466e-75
0.00167 0.00101 9.03581e-76
0.00169 0.00101 9.65894e-77
0.00171 0.00101 1.02064e-77
0.00173 0.00101 1.06624e-78
0.00175 0.00101 1.10135e-79
0.00177 0.00101 1.12498e-80
0.00179 0.00101 1.13647e-81
0.00181 0.00101 1.13559e-82
0.00183 0.00101 1.12249e-83
0.00185 0.00101 1.09772e-84
0.00187 0.00101 1.06218e-85
0.00189 0.00101 1.01707e-86
0.00191 0.00101 9.63803e-88
0.00193 0.00101 9.03987e-89
0.00195 0.00101 8.39302e-90
0.00197 0.00101 7.71999e-91
0.00199 0.00101 7.65948e-92
1e-05 0.00103 2.82269e-23
3e-05 0.00103 2.66938e-23
5e-05 0.00103 2.38772e-23
7e-05 0.00103 2.02089e-23
9e-05 0.00103 1.61927e-23
0.00011 0.00103 1.22916e-23
0.00013 0.00103 8.8464e-24
0.00015 0.00103 6.04227e-24
0.00017 0.00103 3.92061e-24
0.00019 0.00103 2.41939e-24
0.00021 0.00103 1.42154e-24
0.00023 0.00103 7.96208e-25
0.00025 0.00103 4.25634e-25
0.00027 0.00103 2.17429e-25
0.00029 0.00103 1.06267e-25
0.00031 0.00103 4.97509e-26
0.00033 0.00103 2.23377e-26
0.00035 0.00103 9.62974e-27
0.00037 0.00103 3.99042e-27
0.00039 0.00103 1.59121e-27
0.00041 0.00103 6.11227e-28
0.00043 0.00103 2.26407e-28
0.00045 0.00103 8.09501e-29
0.00047 0.00103 2.79642e-29
0.00049 0.00103 9.34203e-30
0.00051 0.00103 3.02077e-30
0.00053 0.00103 9.46242e-31
0.00055 0.00103 2.87373e-31
0.00057 0.00103 8.46817e-32
0.00059 0.00103 2.42303e-32
0.00061 0.00103 6.73702e-33
0.00063 0.00103 1.82145e-33
0.00065 0.00103 4.79173e-34
0.00067 0.00103 1.22736e-34
0.00069 0.00103 3.06286e-35
0.00071 0.00103 7.45086e-36
0.00073 0.00103 1.76791e-36
0.00075 0.00103 4.09375e-37
0.00077 0.00103 9.25594e-38
0.00079 0.00103 2.04444e-38
0.00081 0.00103 4.41363e-39
0.00083 0.00103 9.31721e-40
0.00085 0.00103 1.92415e-40
0.00087 0.00103 3.88908e-41
0.00089 0.00103 7.69643e-42
0.00091 0.00103 1.4919e-42
0.00093 0.00103 2.83382e-43
0.00095 0.00103 5.27649e-44
0.00097 0.00103 9.63427e-45
0.00099 0.00103 1.72562e-45
0.00101 0.00103 3.033e-46
0.00103 0.00103 5.23291e-47
0.00105 0.00103 8.86533e-48
0.00107 0.00103 1.47524e-48
0.00109 0.00103 2.41197e-49
0.00111 0.00103 3.87573e-50
0.00113 0.00103 6.12246e-51
0.00115 0.00103 9.51061e-52
0.00117 0.00103 1.45316e-52
0.00119 0.00103 2.18452e-53
0.00121 0.00103 3.23176e-54
0.00123 0.00103 4.70621e-55
0.00125 0.00103 6.74765e-56
0.00127 0.00103 9.52755e-57
0.00129 0.00103 1.32512e-57
0.00131 0.00103 1.81579e-58
0.00133 0.00103 2.45192e-59
0.00135 0.00103 3.26335e-60
0.00137 0.00103 4.28178e-61
0.00139 0.00103 5.53952e-62
0.00141 0.00103 7.06788e-63
0.00143 0.00103 8.89519e-64
0.00145 0.00103 1.10445e-64
0.00147 0.00103 1.35314e-65
0.00149 0.00103 1.63611e-66
0.00151 0.00103 1.95268e-67
0.00153 0.00103 2.30075e-68
0.00155 0.00103 2.67666e-69
0.00157 0.00103 3.07518e-70
0.00159 0.00103 3.48954e-71
0.00161 0.00103 3.91155e-72
0.00163 0.00103 4.33187e-73
0.00165 0.00103 4.74033e-74
0.00167 0.00103 5.12634e-75
0.00169 0.00103 5.47939e-76
0.00171 0.00103 5.78946e-77
0.00173 0.00103 6.04758e-78
0.00175 0.00103 6.24623e-79
0.00177 0.00103 6.37969e-80
0.00179 0.00103 6.44435e-81
0.00181 0.00103 6.43884e-82
0.00183 0.00103 6.36409e-83
0.00185 0.00103 6.22319e-84
0.00187 0.00103 6.02125e-85
0.00189 0.00103 5.76507e-86
0.00191 0.00103 5.46276e-87
0.00193 0.00103 5.12336e-88
0.00195 0.00103 4.75642e-89
0.00197 0.00103 4.3747e-90
0.00199 0.00103 4.3401e-91
1e-05 0.00105 1.59809e-22
3e-05 0.00105 1.51123e-22
5e-05 0.00105 1.35168e-22
7e-05 0.00105 1.14389e-22
9e-05 0.00105 9.16424e-23
0.00011 0.00105 6.95519e-23
0.00013 0.00105 5.00471e-23
0.00015 0.00105 3.41752e-23
0.00017 0.00105 2.21695e-23
0.00019 0.00105 1.36769e-23
0.00021 0.00105 8.03366e-24
0.00023 0.00105 4.4983e-24
0.00025 0.00105 2.40392e-24
0.00027 0.00105 1.22761e-24
0.00029 0.00105 5.99785e-25
0.00031 0.00105 2.80705e-25
0.00033 0.00105 1.25991e-25
0.00035 0.00105 5.42958e-26
0.00037 0.00105 2.24916e-26
0.00039 0.00105 8.96564e-27
0.00041 0.00105 3.44277e-27
0.00043 0.00105 1.27482e-27
0.00045 0.00105 4.5565e-28
0.00047 0.00105 1.57352e-28
0.00049 0.00105 5.25498e-29
0.00051 0.00105 1.69867e-29
0.00053 0.00105 5.31932e-30
0.00055 0.00105 1.61498e-30
0.00057 0.00105 4.7575e-31
0.00059 0.00105 1.36088e-31
0.00061 0.00105 3.78271e-32
0.00063 0.00105 1.02242e-32
0.00065 0.00105 2.68895e-33
0.00067 0.00105 6.88567e-34
0.00069 0.00105 1.71784e-34
0.00071 0.00105 4.17783e-35
0.00073 0.00105 9.91047e-36
0.00075 0.00105 2.29429e-36
0.00077 0.00105 5.18612e-37
0.00079 0.00105 1.14524e-37
0.00081 0.00105 2.47181e-38
0.00083 0.00105 5.21684e-39
0.00085 0.00105 1.07713e-39
0.00087 0.00105 2.17661e-40
0.00089 0.00105 4.30657e-41
0.00091 0.00105 8.34631e-42
0.00093 0.00105 1.58504e-42
0.00095 0.00105 2.95072e-43
0.00097 0.00105 5.38665e-44
0.00099 0.00105 9.64639e-45
0.00101 0.00105 1.69517e-45
0.00103 0.00105 2.92419e-46
0.00105 0.00105 4.95316e-47
0.00107 0.00105 8.24092e-48
0.00109 0.00105 1.34715e-48
0.00111 0.00105 2.16434e-49
0.00113 0.00105 3.41845e-50
0.00115 0.00105 5.30938e-51
0.00117 0.00105 8.11119e-52
0.00119 0.00105 1.21916e-52
0.00121 0.00105 1.80336e-53
0.00123 0.00105 2.62575e-54
0.00125 0.00105 3.76421e-55
0.00127 0.00105 5.31427e-56
0.00129 0.00105 7.39026e-57
0.00131 0.00105 1.01254e-57
0.00133 0.00105 1.3671e-58
0.00135 0.00105 1.81929e-59
0.00137 0.00105 2.38677e-60
0.00139 0.00105 3.08749e-61
0.00141 0.00105 3.93888e-62
0.00143 0.00105 4.95665e-63
0.00145 0.00105 6.15364e-64
0.00147 0.00105 7.53839e-65
0.00149 0.00105 9.11387e-66
0.00151 0.00105 1.08762e-66
0.00153 0.00105 1.28135e-67
0.00155 0.00105 1.49055e-68
0.00157 0.00105 1.71231e-69
0.00159 0.00105 1.94284e-70
0.00161 0.00105 2.17758e-71
