#nNodeR = 100 ,nNodeZ = 100
R Z Phi
0.00137 0.00015 1.35447e-100
0.00139 0.00015 1.75867e-101
0.00141 0.00015 2.25185e-102
0.00143 0.00015 2.84392e-103
0.00145 0.00015 3.54322e-104
0.00147 0.00015 4.35568e-105
0.00149 0.00015 5.28404e-106
0.00151 0.00015 6.32705e-107
0.00153 0.00015 7.4788e-108
0.00155 0.00015 8.72825e-109
0.00157 0.00015 1.0059e-109
0.00159 0.00015 1.14493e-110
0.00161 0.00015 1.28727e-111
0.00163 0.00015 1.42982e-112
0.00165 0.00015 1.56921e-113
0.00167 0.00015 1.70188e-114
0.00169 0.00015 1.82424e-115
0.00171 0.00015 1.93285e-116
0.00173 0.00015 2.02457e-117
0.00175 0.00015 2.09673e-118
0.00177 0.00015 2.14724e-119
0.00179 0.00015 2.1747e-120
0.00181 0.00015 2.17846e-121
0.00183 0.00015 2.15866e-122
0.00185 0.00015 2.11617e-123
0.00187 0.00015 2.05257e-124
0.00189 0.00015 1.97003e-125
0.00191 0.00015 1.87122e-126
0.00193 0.00015 1.75912e-127
0.00195 0.00015 1.63695e-128
0.00197 0.00015 1.50905e-129
0.00199 0.00015 1.50079e-130
1e-05 0.00017 6.37806e-62
3e-05 0.00017 6.03607e-62
5e-05 0.00017 5.40707e-62
7e-05 0.00017 4.58627e-62
9e-05 0.00017 3.68524e-62
0.00011 0.00017 2.80712e-62
0.00013 0.00017 2.02854e-62
0.00015 0.00017 1.39193e-62
0.00017 0.00017 9.07792e-63
0.00019 0.00017 5.63309e-63
0.00021 0.00017 3.32947e-63
0.00023 0.00017 1.87659e-63
0.00025 0.00017 1.00979e-63
0.00027 0.00017 5.19363e-64
0.00029 0.00017 2.55623e-64
0.00031 0.00017 1.20537e-64
0.00033 0.00017 5.45172e-65
0.00035 0.00017 2.3677e-65
0.00037 0.00017 9.88504e-66
0.00039 0.00017 3.97148e-66
0.00041 0.00017 1.5371e-66
0.00043 0.00017 5.73669e-67
0.00045 0.00017 2.0666e-67
0.00047 0.00017 7.19269e-68
0.00049 0.00017 2.42081e-68
0.00051 0.00017 7.88577e-69
0.00053 0.00017 2.48831e-69
0.00055 0.00017 7.61186e-70
0.00057 0.00017 2.25913e-70
0.00059 0.00017 6.50999e-71
0.00061 0.00017 1.82271e-71
0.00063 0.00017 4.96194e-72
0.00065 0.00017 1.31423e-72
0.00067 0.00017 3.38884e-73
0.00069 0.00017 8.5125e-74
0.00071 0.00017 2.08423e-74
0.00073 0.00017 4.97691e-75
0.00075 0.00017 1.15968e-75
0.00077 0.00017 2.6382e-76
0.00079 0.00017 5.86255e-77
0.00081 0.00017 1.27317e-77
0.00083 0.00017 2.70339e-78
0.00085 0.00017 5.61504e-79
0.00087 0.00017 1.14131e-79
0.00089 0.00017 2.27116e-80
0.00091 0.00017 4.42647e-81
0.00093 0.00017 8.45287e-82
0.00095 0.00017 1.58217e-82
0.00097 0.00017 2.90375e-83
0.00099 0.00017 5.22731e-84
0.00101 0.00017 9.23334e-85
0.00103 0.00017 1.60082e-85
0.00105 0.00017 2.72503e-86
0.00107 0.00017 4.55593e-87
0.00109 0.00017 7.48327e-88
0.00111 0.00017 1.20792e-88
0.00113 0.00017 1.91665e-89
0.00115 0.00017 2.99036e-90
0.00117 0.00017 4.58874e-91
0.00119 0.00017 6.92733e-92
0.00121 0.00017 1.02908e-92
0.00123 0.00017 1.50469e-93
0.00125 0.00017 2.16604e-94
0.00127 0.00017 3.07045e-95
0.00129 0.00017 4.28699e-96
0.00131 0.00017 5.89674e-97
0.00133 0.00017 7.99231e-98
0.00135 0.00017 1.06763e-98
0.00137 0.00017 1.40588e-99
0.00139 0.00017 1.82531e-100
0.00141 0.00017 2.33705e-101
0.00143 0.00017 2.95137e-102
0.00145 0.00017 3.67688e-103
0.00147 0.00017 4.51976e-104
0.00149 0.00017 5.4828e-105
0.00151 0.00017 6.5647e-106
0.00153 0.00017 7.75932e-107
0.00155 0.00017 9.05518e-108
0.00157 0.00017 1.04352e-108
0.00159 0.00017 1.1877e-109
0.00161 0.00017 1.33528e-110
0.00163 0.00017 1.48309e-111
0.00165 0.00017 1.62759e-112
0.00167 0.00017 1.76511e-113
0.00169 0.00017 1.89193e-114
0.00171 0.00017 2.00448e-115
0.00173 0.00017 2.0995e-116
0.00175 0.00017 2.17424e-117
0.00177 0.00017 2.22652e-118
0.00179 0.00017 2.25489e-119
0.00181 0.00017 2.2587e-120
0.00183 0.00017 2.23807e-121
0.00185 0.00017 2.19392e-122
0.00187 0.00017 2.1279e-123
0.00189 0.00017 2.04225e-124
0.00191 0.00017 1.93973e-125
0.00193 0.00017 1.82346e-126
0.00195 0.00017 1.69675e-127
0.00197 0.00017 1.56413e-128
0.00199 0.00017 1.5555e-129
1e-05 0.00019 6.58279e-61
3e-05 0.00019 6.22977e-61
5e-05 0.00019 5.58049e-61
7e-05 0.00019 4.73326e-61
9e-05 0.00019 3.80323e-61
0.00011 0.00019 2.89689e-61
0.00013 0.00019 2.09332e-61
0.00015 0.00019 1.43631e-61
0.00017 0.00019 9.3668e-62
0.00019 0.00019 5.81198e-62
0.00021 0.00019 3.43498e-62
0.00023 0.00019 1.93592e-62
0.00025 0.00019 1.04164e-62
0.00027 0.00019 5.35701e-63
0.00029 0.00019 2.63642e-63
0.00031 0.00019 1.24308e-63
0.00033 0.00019 5.62181e-64
0.00035 0.00019 2.44135e-64
0.00037 0.00019 1.01916e-64
0.00039 0.00019 4.09429e-65
0.00041 0.00019 1.58448e-65
0.00043 0.00019 5.91299e-66
0.00045 0.00019 2.12991e-66
0.00047 0.00019 7.41235e-67
0.00049 0.00019 2.49451e-67
0.00051 0.00019 8.12507e-68
0.00053 0.00019 2.56358e-68
0.00055 0.00019 7.84139e-69
0.00057 0.00019 2.32704e-69
0.00059 0.00019 6.70505e-70
0.00061 0.00019 1.87715e-70
0.00063 0.00019 5.10968e-71
0.00065 0.00019 1.35324e-71
0.00067 0.00019 3.48911e-72
0.00069 0.00019 8.76359e-73
0.00071 0.00019 2.14551e-73
0.00073 0.00019 5.12281e-74
0.00075 0.00019 1.19357e-74
0.00077 0.00019 2.71507e-75
0.00079 0.00019 6.03286e-76
0.00081 0.00019 1.31005e-76
0.00083 0.00019 2.78147e-77
0.00085 0.00019 5.77673e-78
0.00087 0.00019 1.17408e-78
0.00089 0.00019 2.33619e-79
0.00091 0.00019 4.55285e-80
0.00093 0.00019 8.69353e-81
0.00095 0.00019 1.62709e-81
0.00097 0.00019 2.98596e-82
0.00099 0.00019 5.37491e-83
0.00101 0.00019 9.49336e-84
0.00103 0.00019 1.64579e-84
0.00105 0.00019 2.80137e-85
0.00107 0.00019 4.68323e-86
0.00109 0.00019 7.69181e-87
0.00111 0.00019 1.2415e-87
0.00113 0.00019 1.9698e-88
0.00115 0.00019 3.07307e-89
0.00117 0.00019 4.71534e-90
0.00119 0.00019 7.11799e-91
0.00121 0.00019 1.05733e-91
0.00123 0.00019 1.54591e-92
0.00125 0.00019 2.22523e-93
0.00127 0.00019 3.15416e-94
0.00129 0.00019 4.40359e-95
0.00131 0.00019 6.05677e-96
0.00133 0.00019 8.20872e-97
0.00135 0.00019 1.09648e-97
0.00137 0.00019 1.44378e-98
0.00139 0.00019 1.87441e-99
0.00141 0.00019 2.39978e-100
0.00143 0.00019 3.03042e-101
0.00145 0.00019 3.77516e-102
0.00147 0.00019 4.64031e-103
0.00149 0.00019 5.62874e-104
0.00151 0.00019 6.73909e-105
0.00153 0.00019 7.96502e-106
0.00155 0.00019 9.29475e-107
0.00157 0.00019 1.07108e-107
0.00159 0.00019 1.219e-108
0.00161 0.00019 1.37041e-109
0.00163 0.00019 1.52202e-110
0.00165 0.00019 1.67024e-111
0.00167 0.00019 1.81128e-112
0.00169 0.00019 1.94132e-113
0.00171 0.00019 2.05671e-114
0.00173 0.00019 2.15412e-115
0.00175 0.00019 2.2307e-116
0.00177 0.00019 2.28423e-117
0.00179 0.00019 2.31324e-118
0.00181 0.00019 2.31704e-119
0.00183 0.00019 2.29578e-120
0.00185 0.00019 2.2504e-121
0.00187 0.00019 2.18259e-122
0.00189 0.00019 2.09465e-123
0.00191 0.00019 1.98942e-124
0.00193 0.00019 1.87009e-125
0.00195 0.00019 1.74008e-126
0.00197 0.00019 1.604e-127
0.00199 0.00019 1.59508e-128
1e-05 0.00021 6.72204e-60
3e-05 0.00021 6.36151e-60
5e-05 0.00021 5.6984e-60
7e-05 0.00021 4.83315e-60
9e-05 0.00021 3.88337e-60
0.00011 0.00021 2.95782e-60
0.00013 0.00021 2.13725e-60
0.00015 0.00021 1.46637e-60
0.00017 0.00021 9.56232e-61
0.00019 0.00021 5.93292e-61
0.00021 0.00021 3.50622e-61
0.00023 0.00021 1.97592e-61
0.00025 0.00021 1.06308e-61
0.00027 0.00021 5.46685e-62
0.00029 0.00021 2.69026e-62
0.00031 0.00021 1.26836e-62
0.00033 0.00021 5.7356e-63
0.00035 0.00021 2.49055e-63
0.00037 0.00021 1.0396e-63
0.00039 0.00021 4.17601e-64
0.00041 0.00021 1.61596e-64
0.00043 0.00021 6.02988e-65
0.00045 0.00021 2.1718e-65
0.00047 0.00021 7.55743e-66
0.00049 0.00021 2.54309e-66
0.00051 0.00021 8.28252e-67
0.00053 0.00021 2.61301e-67
0.00055 0.00021 7.99182e-68
0.00057 0.00021 2.37145e-68
0.00059 0.00021 6.83238e-69
0.00061 0.00021 1.91262e-69
0.00063 0.00021 5.20574e-70
0.00065 0.00021 1.37855e-70
0.00067 0.00021 3.55405e-71
0.00069 0.00021 8.92589e-72
0.00071 0.00021 2.18505e-72
0.00073 0.00021 5.21675e-73
0.00075 0.00021 1.21535e-73
0.00077 0.00021 2.76437e-74
0.00079 0.00021 6.14188e-75
0.00081 0.00021 1.33361e-75
0.00083 0.00021 2.83125e-76
0.00085 0.00021 5.87963e-77
0.00087 0.00021 1.1949e-77
0.00089 0.00021 2.37741e-78
0.00091 0.00021 4.63282e-79
0.00093 0.00021 8.84554e-80
0.00095 0.00021 1.65541e-80
0.00097 0.00021 3.0377e-81
0.00099 0.00021 5.46763e-82
0.00101 0.00021 9.65639e-83
0.00103 0.00021 1.67393e-83
0.00105 0.00021 2.84906e-84
0.00107 0.00021 4.76261e-85
0.00109 0.00021 7.82163e-86
0.00111 0.00021 1.26236e-86
0.00113 0.00021 2.00276e-87
0.00115 0.00021 3.12429e-88
0.00117 0.00021 4.79361e-89
0.00119 0.00021 7.23566e-90
0.00121 0.00021 1.07474e-90
0.00123 0.00021 1.57126e-91
0.00125 0.00021 2.26157e-92
0.00127 0.00021 3.20547e-93
0.00129 0.00021 4.47496e-94
0.00131 0.00021 6.15456e-95
0.00133 0.00021 8.34075e-96
0.00135 0.00021 1.11405e-96
0.00137 0.00021 1.46683e-97
0.00139 0.00021 1.90422e-98
0.00141 0.00021 2.43781e-99
0.00143 0.00021 3.07827e-100
0.00145 0.00021 3.83456e-101
0.00147 0.00021 4.71306e-102
0.00149 0.00021 5.71668e-103
0.00151 0.00021 6.844e-104
0.00153 0.00021 8.08859e-105
0.00155 0.00021 9.43847e-106
0.00157 0.00021 1.08758e-106
0.00159 0.00021 1.23772e-107
0.00161 0.00021 1.39138e-108
0.00163 0.00021 1.54524e-109
0.00165 0.00021 1.69564e-110
0.00167 0.00021 1.83874e-111
0.00169 0.00021 1.97066e-112
0.00171 0.00021 2.08769e-113
0.00173 0.00021 2.18646e-114
0.00175 0.00021 2.26409e-115
0.00177 0.00021 2.31832e-116
0.00179 0.00021 2.34765e-117
0.00181 0.00021 2.35141e-118
0.00183 0.00021 2.32973e-119
0.00185 0.00021 2.28359e-120
0.00187 0.00021 2.21468e-121
0.00189 0.00021 2.12536e-122
0.00191 0.00021 2.0185e-123
0.00193 0.00021 1.89735e-124
0.00195 0.00021 1.76537e-125
0.00197 0.00021 1.62725e-126
0.00199 0.00021 1.61813e-127
1e-05 0.00023 6.79069e-59
3e-05 0.00023 6.42642e-59
5e-05 0.00023 5.75645e-59
7e-05 0.00023 4.88226e-59
9e-05 0.00023 3.92271e-59
0.00011 0.00023 2.98766e-59
0.00013 0.00023 2.15871e-59
0.00015 0.00023 1.48102e-59
0.00017 0.00023 9.65725e-60
0.00019 0.00023 5.99143e-60
0.00021 0.00023 3.54054e-60
0.00023 0.00023 1.99512e-60
0.00025 0.00023 1.07332e-60
0.00027 0.00023 5.51907e-61
0.00029 0.00023 2.71572e-61
0.00031 0.00023 1.28025e-61
0.00033 0.00023 5.78886e-62
0.00035 0.00023 2.51344e-62
0.00037 0.00023 1.04906e-62
0.00039 0.00023 4.2136e-63
0.00041 0.00023 1.63035e-63
0.00043 0.00023 6.08298e-64
0.00045 0.00023 2.19072e-64
0.00047 0.00023 7.6225e-65
0.00049 0.00023 2.56474e-65
0.00051 0.00023 8.3522e-66
0.00053 0.00023 2.63473e-66
0.00055 0.00023 8.05747e-67
0.00057 0.00023 2.39071e-67
0.00059 0.00023 6.88718e-68
0.00061 0.00023 1.92777e-68
0.00063 0.00023 5.24649e-69
0.00065 0.00023 1.38921e-69
0.00067 0.00023 3.5812e-70
0.00069 0.00023 8.99323e-71
0.00071 0.00023 2.20134e-71
0.00073 0.00023 5.25515e-72
0.00075 0.00023 1.22419e-72
0.00077 0.00023 2.78422e-73
0.00079 0.00023 6.18544e-74
0.00081 0.00023 1.34295e-74
0.00083 0.00023 2.85084e-75
0.00085 0.00023 5.91981e-76
0.00087 0.00023 1.20296e-76
0.00089 0.00023 2.39326e-77
0.00091 0.00023 4.66332e-78
0.00093 0.00023 8.90305e-79
0.00095 0.00023 1.66604e-79
0.00097 0.00023 3.05697e-80
0.00099 0.00023 5.50188e-81
0.00101 0.00023 9.71615e-82
0.00103 0.00023 1.68416e-82
0.00105 0.00023 2.86626e-83
0.00107 0.00023 4.79101e-84
0.00109 0.00023 7.86771e-85
0.00111 0.00023 1.26971e-85
0.00113 0.00023 2.01428e-86
0.00115 0.00023 3.14203e-87
0.00117 0.00023 4.8205e-88
0.00119 0.00023 7.27576e-89
0.00121 0.00023 1.08063e-89
0.00123 0.00023 1.57976e-90
0.00125 0.00023 2.27366e-91
0.00127 0.00023 3.2224e-92
0.00129 0.00023 4.49831e-93
0.00131 0.00023 6.18628e-94
0.00133 0.00023 8.38322e-95
0.00135 0.00023 1.11965e-95
0.00137 0.00023 1.47412e-96
0.00139 0.00023 1.91358e-97
0.00141 0.00023 2.44964e-98
0.00143 0.00023 3.09303e-99
0.00145 0.00023 3.85273e-100
0.00147 0.00023 4.73513e-101
0.00149 0.00023 5.74314e-102
0.00151 0.00023 6.87531e-103
0.00153 0.00023 8.12516e-104
0.00155 0.00023 9.48063e-105
0.00157 0.00023 1.09239e-105
0.00159 0.00023 1.24312e-106
0.00161 0.00023 1.39738e-107
0.00163 0.00023 1.55183e-108
0.00165 0.00023 1.70279e-109
0.00167 0.00023 1.84639e-110
0.00169 0.00023 1.97877e-111
0.00171 0.00023 2.09619e-112
0.00173 0.00023 2.19525e-113
0.00175 0.00023 2.27308e-114
0.00177 0.00023 2.32742e-115
0.00179 0.00023 2.35677e-116
0.00181 0.00023 2.36043e-117
0.00183 0.00023 2.33857e-118
0.00185 0.00023 2.29215e-119
0.00187 0.00023 2.22288e-120
0.00189 0.00023 2.13314e-121
0.00191 0.00023 2.02581e-122
0.00193 0.00023 1.90415e-123
0.00195 0.00023 1.77162e-124
0.00197 0.00023 1.63294e-125
0.00199 0.00023 1.62372e-126
1e-05 0.00025 6.78575e-58
3e-05 0.00025 6.42169e-58
5e-05 0.00025 5.75212e-58
7e-05 0.00025 4.87846e-58
9e-05 0.00025 3.91953e-58
0.00011 0.00025 2.98511e-58
0.00013 0.00025 2.15676e-58
0.00015 0.00025 1.4796e-58
0.00017 0.00025 9.64743e-59
0.00019 0.00025 5.98494e-59
0.00021 0.00025 3.53646e-59
0.00023 0.00025 1.99266e-59
0.00025 0.00025 1.07191e-59
0.00027 0.00025 5.51137e-60
0.00029 0.00025 2.71169e-60
0.00031 0.00025 1.27824e-60
0.00033 0.00025 5.77921e-61
0.00035 0.00025 2.50901e-61
0.00037 0.00025 1.04711e-61
0.00039 0.00025 4.20537e-62
0.00041 0.00025 1.627e-62
0.00043 0.00025 6.0699e-63
0.00045 0.00025 2.18579e-63
0.00047 0.00025 7.60458e-64
0.00049 0.00025 2.55845e-64
0.00051 0.00025 8.33089e-65
0.00053 0.00025 2.62775e-65
0.00055 0.00025 8.03532e-66
0.00057 0.00025 2.3839e-66
0.00059 0.00025 6.86689e-67
0.00061 0.00025 1.92191e-67
0.00063 0.00025 5.23001e-68
0.00065 0.00025 1.38471e-68
0.00067 0.00025 3.56926e-69
0.00069 0.00025 8.96241e-70
0.00071 0.00025 2.19359e-70
0.00073 0.00025 5.23616e-71
0.00075 0.00025 1.21965e-71
0.00077 0.00025 2.77366e-72
0.00079 0.00025 6.16141e-73
0.00081 0.00025 1.33761e-73
0.00083 0.00025 2.83927e-74
0.00085 0.00025 5.89527e-75
0.00087 0.00025 1.19787e-75
0.00089 0.00025 2.38293e-76
0.00091 0.00025 4.64281e-77
0.00093 0.00025 8.86317e-78
0.00095 0.00025 1.65844e-78
0.00097 0.00025 3.04279e-79
0.00099 0.00025 5.47593e-80
0.00101 0.00025 9.66956e-81
0.00103 0.00025 1.67595e-81
0.00105 0.00025 2.85208e-82
0.00107 0.00025 4.76696e-83
0.00109 0.00025 7.82763e-84
0.00111 0.00025 1.26315e-84
0.00113 0.00025 2.00373e-85
0.00115 0.00025 3.12535e-86
0.00117 0.00025 4.79458e-87
0.00119 0.00025 7.23614e-88
0.00121 0.00025 1.07467e-88
0.00123 0.00025 1.57094e-89
0.00125 0.00025 2.26083e-90
0.00127 0.00025 3.204e-91
0.00129 0.00025 4.47234e-92
0.00131 0.00025 6.15018e-93
0.00133 0.00025 8.33378e-94
0.00135 0.00025 1.11298e-94
0.00137 0.00025 1.46525e-95
0.00139 0.00025 1.90195e-96
0.00141 0.00025 2.43461e-97
0.00143 0.00025 3.07387e-98
0.00145 0.00025 3.82865e-99
0.00147 0.00025 4.70527e-100
0.00149 0.00025 5.70659e-101
0.00151 0.00025 6.83118e-102
0.00153 0.00025 8.07258e-103
0.00155 0.00025 9.41878e-104
0.00157 0.00025 1.0852e-104
0.00159 0.00025 1.23488e-105
0.00161 0.00025 1.38805e-106
0.00163 0.00025 1.54139e-107
0.00165 0.00025 1.69124e-108
0.00167 0.00025 1.83378e-109
0.00169 0.00025 1.96516e-110
0.00171 0.00025 2.08167e-111
0.00173 0.00025 2.17995e-112
0.00175 0.00025 2.25713e-113
0.00177 0.00025 2.31098e-114
0.00179 0.00025 2.34001e-115
0.00181 0.00025 2.34354e-116
0.00183 0.00025 2.32173e-117
0.00185 0.00025 2.27554e-118
0.00187 0.00025 2.20668e-119
0.00189 0.00025 2.11751e-120
0.00191 0.00025 2.01088e-121
0.00193 0.00025 1.89003e-122
0.00195 0.00025 1.75841e-123
0.00197 0.00025 1.6207e-124
0.00199 0.00025 1.61148e-125
1e-05 0.00027 6.70661e-57
3e-05 0.00027 6.34674e-57
5e-05 0.00027 5.68489e-57
7e-05 0.00027 4.82132e-57
9e-05 0.00027 3.87348e-57
0.00011 0.00027 2.94992e-57
0.00013 0.00027 2.13123e-57
0.00015 0.00027 1.462e-57
0.00017 0.00027 9.53209e-58
0.00019 0.00027 5.91298e-58
0.00021 0.00027 3.49368e-58
0.00023 0.00027 1.9684e-58
0.00025 0.00027 1.05878e-58
0.00027 0.00027 5.44334e-59
0.00029 0.00027 2.67799e-59
0.00031 0.00027 1.26223e-59
0.00033 0.00027 5.7063e-60
0.00035 0.00027 2.47712e-60
0.00037 0.00027 1.0337e-60
0.00039 0.00027 4.15109e-61
0.00041 0.00027 1.60584e-61
0.00043 0.00027 5.99033e-62
0.00045 0.00027 2.15692e-62
0.00047 0.00027 7.50337e-63
0.00049 0.00027 2.52414e-63
0.00051 0.00027 8.21833e-64
0.00053 0.00027 2.59198e-64
0.00055 0.00027 7.92513e-65
0.00057 0.00027 2.35097e-65
0.00059 0.00027 6.77135e-66
0.00061 0.00027 1.89498e-66
0.00063 0.00027 5.15622e-67
0.00065 0.00027 1.36504e-67
0.00067 0.00027 3.51821e-68
0.00069 0.00027 8.83338e-69
0.00071 0.00027 2.1618e-69
0.00073 0.00027 5.15979e-70
0.00075 0.00027 1.20175e-70
0.00077 0.00027 2.73269e-71
0.00079 0.00027 6.06986e-72
0.00081 0.00027 1.31762e-72
0.00083 0.00027 2.79658e-73
0.00085 0.00027 5.80612e-74
0.00087 0.00027 1.17966e-74
0.00089 0.00027 2.34649e-75
0.00091 0.00027 4.57142e-76
0.00093 0.00027 8.72616e-77
0.00095 0.00027 1.63267e-77
0.00097 0.00027 2.99526e-78
0.00099 0.00027 5.38996e-79
0.00101 0.00027 9.517e-80
0.00103 0.00027 1.64938e-80
0.00105 0.00027 2.80665e-81
0.00107 0.00027 4.69066e-82
0.00109 0.00027 7.70178e-83
0.00111 0.00027 1.24275e-83
0.00113 0.00027 1.97122e-84
0.00115 0.00027 3.07443e-85
0.00117 0.00027 4.71613e-86
0.00119 0.00027 7.11724e-87
0.00121 0.00027 1.05694e-87
0.00123 0.00027 1.54492e-88
0.00125 0.00027 2.22323e-89
0.00127 0.00027 3.15051e-90
0.00129 0.00027 4.39739e-91
0.00131 0.00027 6.04671e-92
0.00133 0.00027 8.19307e-93
0.00135 0.00027 1.09412e-93
0.00137 0.00027 1.44033e-94
0.00139 0.00027 1.86949e-95
0.00141 0.00027 2.39292e-96
0.00143 0.00027 3.02106e-97
0.00145 0.00027 3.76264e-98
0.00147 0.00027 4.62388e-99
0.00149 0.00027 5.60757e-100
0.00151 0.00027 6.71227e-101
0.00153 0.00027 7.93162e-102
0.00155 0.00027 9.25381e-103
0.00157 0.00027 1.06614e-103
0.00159 0.00027 1.21313e-104
0.00161 0.00027 1.36352e-105
0.00163 0.00027 1.51407e-106
0.00165 0.00027 1.66119e-107
0.00167 0.00027 1.8011e-108
0.00169 0.00027 1.93004e-109
0.00171 0.00027 2.04437e-110
0.00173 0.00027 2.14079e-111
0.00175 0.00027 2.21647e-112
0.00177 0.00027 2.26925e-113
0.00179 0.00027 2.29765e-114
0.00181 0.00027 2.30101e-115
0.00183 0.00027 2.27949e-116
0.00185 0.00027 2.23405e-117
0.00187 0.00027 2.16635e-118
0.00189 0.00027 2.07871e-119
0.00191 0.00027 1.97395e-120
0.00193 0.00027 1.85524e-121
0.00195 0.00027 1.72597e-122
0.00197 0.00027 1.59074e-123
0.00199 0.00027 1.58162e-124
1e-05 0.00029 6.55508e-56
3e-05 0.00029 6.20328e-56
5e-05 0.00029 5.55628e-56
7e-05 0.00029 4.71212e-56
9e-05 0.00029 3.78562e-56
0.00011 0.00029 2.88288e-56
0.00013 0.00029 2.0827e-56
0.00015 0.00029 1.42862e-56
0.00017 0.00029 9.31386e-57
0.00019 0.00029 5.7772e-57
0.00021 0.00029 3.41319e-57
0.00023 0.00029 1.9229e-57
0.00025 0.00029 1.03421e-57
0.00027 0.00029 5.3166e-58
0.00029 0.00029 2.61539e-58
0.00031 0.00029 1.23261e-58
0.00033 0.00029 5.57184e-59
0.00035 0.00029 2.41851e-59
0.00037 0.00029 1.00914e-59
0.00039 0.00029 4.05205e-60
0.00041 0.00029 1.56736e-60
0.00043 0.00029 5.8462e-61
0.00045 0.00029 2.1048e-61
0.00047 0.00029 7.3213e-62
0.00049 0.00029 2.46263e-62
0.00051 0.00029 8.01723e-63
0.00053 0.00029 2.52829e-63
0.00055 0.00029 7.72959e-64
0.00057 0.00029 2.29272e-64
0.00059 0.00029 6.60292e-65
0.00061 0.00029 1.84765e-65
0.00063 0.00029 5.02694e-66
0.00065 0.00029 1.33068e-66
0.00067 0.00029 3.42931e-67
0.00069 0.00029 8.60932e-68
0.00071 0.00029 2.10676e-68
0.00073 0.00029 5.02794e-69
0.00075 0.00029 1.17093e-69
0.00077 0.00029 2.66236e-70
0.00079 0.00029 5.91308e-71
0.00081 0.00029 1.28347e-71
0.00083 0.00029 2.72384e-72
0.00085 0.00029 5.6546e-73
0.00087 0.00029 1.14877e-73
0.00089 0.00029 2.28485e-74
0.00091 0.00029 4.45096e-75
0.00093 0.00029 8.49548e-76
0.00095 0.00029 1.58937e-76
0.00097 0.00029 2.91559e-77
0.00099 0.00029 5.24617e-78
0.00101 0.00029 9.26237e-79
0.00103 0.00029 1.60512e-79
0.00105 0.00029 2.73112e-80
0.00107 0.00029 4.56409e-81
0.00109 0.00029 7.49338e-82
0.00111 0.00029 1.20903e-82
0.00113 0.00029 1.9176e-83
0.00115 0.00029 2.99057e-84
0.00117 0.00029 4.58717e-85
0.00119 0.00029 6.92213e-86
0.00121 0.00029 1.02789e-86
0.00123 0.00029 1.50236e-87
0.00125 0.00029 2.16183e-88
0.00127 0.00029 3.0633e-89
0.00129 0.00029 4.27538e-90
0.00131 0.00029 5.87857e-91
0.00133 0.00029 7.96473e-92
0.00135 0.00029 1.06356e-92
0.00137 0.00029 1.40001e-93
0.00139 0.00029 1.81705e-94
0.00141 0.00029 2.32565e-95
0.00143 0.00029 2.93595e-96
0.00145 0.00029 3.65643e-97
0.00147 0.00029 4.4931e-98
0.00149 0.00029 5.44866e-99
0.00151 0.00029 6.52168e-100
0.00153 0.00029 7.70598e-101
0.00155 0.00029 8.99006e-102
0.00157 0.00029 1.03569e-102
0.00159 0.00029 1.17842e-103
0.00161 0.00029 1.32445e-104
0.00163 0.00029 1.4706e-105
0.00165 0.00029 1.61341e-106
0.00167 0.00029 1.74922e-107
0.00169 0.00029 1.87435e-108
0.00171 0.00029 1.98528e-109
0.00173 0.00029 2.0788e-110
0.00175 0.00029 2.1522e-111
0.00177 0.00029 2.20333e-112
0.00179 0.00029 2.2308e-113
0.00181 0.00029 2.23397e-114
0.00183 0.00029 2.21297e-115
0.00185 0.00029 2.16875e-116
0.00187 0.00029 2.10294e-117
0.00189 0.00029 2.01778e-118
0.00191 0.00029 1.91601e-119
0.00193 0.00029 1.8007e-120
0.00195 0.00029 1.67516e-121
0.00197 0.00029 1.54384e-122
0.00199 0.00029 1.53493e-123
1e-05 0.00031 6.33532e-55
3e-05 0.00031 5.99526e-55
5e-05 0.00031 5.36986e-55
7e-05 0.00031 4.5539e-55
9e-05 0.00031 3.65837e-55
0.00011 0.00031 2.78586e-55
0.00013 0.00031 2.0125e-55
0.00015 0.00031 1.38039e-55
0.00017 0.00031 8.9988e-56
0.00019 0.00031 5.58137e-56
0.00021 0.00031 3.29724e-56
0.00023 0.00031 1.85742e-56
0.00025 0.00031 9.9891e-57
0.00027 0.00031 5.13464e-57
0.00029 0.00031 2.52564e-57
0.00031 0.00031 1.19019e-57
0.00033 0.00031 5.37958e-58
0.00035 0.00031 2.33482e-58
0.00037 0.00031 9.74119e-59
0.00039 0.00031 3.91101e-59
0.00041 0.00031 1.51265e-59
0.00043 0.00031 5.64152e-60
0.00045 0.00031 2.03089e-60
0.00047 0.00031 7.06346e-61
0.00049 0.00031 2.37565e-61
0.00051 0.00031 7.73322e-62
0.00053 0.00031 2.43846e-62
0.00055 0.00031 7.45418e-63
0.00057 0.00031 2.2108e-63
0.00059 0.00031 6.3663e-64
0.00061 0.00031 1.78125e-64
0.00063 0.00031 4.84579e-65
0.00065 0.00031 1.2826e-65
0.00067 0.00031 3.30506e-66
0.00069 0.00031 8.29654e-67
0.00071 0.00031 2.03002e-67
0.00073 0.00031 4.84431e-68
0.00075 0.00031 1.12806e-68
0.00077 0.00031 2.56463e-69
0.00079 0.00031 5.69547e-70
0.00081 0.00031 1.23612e-70
0.00083 0.00031 2.62311e-71
0.00085 0.00031 5.44499e-72
0.00087 0.00031 1.10609e-72
